probe 8 masked,cg22650942
S00061,0.738435
S00158,0.784825
S00410,0.760812
S00283,0.727917
S00333,0.756765
S00357,0.713128
S00172,0.744551
S00285,0.714551
S00274,0.677761
S00237,0.752668
S00133,0.720119
S00139,0.734442
S00067,0.745661
S00136,0.753597
S00040,0.739239
S00153,0.729115
S00051,0.741548
S00264,0.747354
S00162,0.736138
S00218,0.754899
S00352,0.758099
S00081,0.747503
S00134,0.717061
S00355,0.765951
S00088,0.724653
S00054,0.753876
S00318,0.809887
S00180,0.759692
S00025,0.782454
S00282,0.717926
S00223,0.772013
S00322,0.730649
S00114,0.719301
S00017,0.748492
S00215,0.767206
S00365,0.74931
S00247,0.780808
S00095,0.76922
S00101,0.739455
S00340,0.768227
S00092,0.70646
S00288,0.73198
S00112,0.74723
S00380,0.764787
S00205,0.733788
S00391,0.776524
S00227,0.695106
S00263,0.789489
S00372,0.7434
S00036,0.686736
S00330,0.751891
S00107,0.708993
S00221,0.766761
S00241,0.730336
S00116,0.722139
S00035,0.727584
S00057,0.71042
S00141,0.65311
S00325,0.794624
S00295,0.791013
S00397,0.750258
S00144,0.761646
S00060,0.757396
S00004,0.756708
S00289,0.723764
S00048,0.679279
S00250,0.763942
S00045,0.709624
S00299,0.685178
S00194,0.759936
S00169,0.748516
S00230,0.780052
S00008,0.709403
S00175,0.801922
S00069,0.750026
S00082,0.750461
S00007,0.749129
S00216,0.778113
S00130,0.748442
S00181,0.722824
S00076,0.759289
S00404,0.732036
S00037,0.732417
S00202,0.795434
S00152,0.754603
S00146,0.733333
S00275,0.733193
S00108,0.744291
S00127,0.741335
S00401,0.733083
S00269,0.739596
S00251,0.766102
S00115,0.754786
S00222,0.726617
S00244,0.720931
S00214,0.738099
S00022,0.733686
S00123,0.76315
S00225,0.74644
S00018,0.736801
S00020,0.749103
S00300,0.757414
S00276,0.742441
S00261,0.713727
S00056,0.771611
S00177,0.709984
S00122,0.750743
S00099,0.752965
S00055,0.741584
S00302,0.743017
S00334,0.74186
S00053,0.734332
S00006,0.754774
S00147,0.813632
S00085,0.697472
S00393,0.715487
S00096,0.770902
S00219,0.733831
S00370,0.751317
S00098,0.782852
S00046,0.790374
S00145,0.715242
S00154,0.736578
S00178,0.76199
S00335,0.790493
S00103,0.721967
S00373,0.755096
S00119,0.772759
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
