probe 5 masked,cg15597984
S00106,0.741925
S00382,0.756501
S00126,0.714841
S00241,0.683563
S00168,0.67997
S00347,0.767497
S00271,0.754827
S00326,0.800109
S00380,0.730146
S00139,0.76903
S00308,0.749529
S00250,0.706068
S00184,0.740827
S00190,0.751428
S00108,0.733564
S00022,0.736023
S00388,0.748326
S00258,0.750211
S00243,0.746722
S00100,0.592839
S00391,0.792633
S00071,0.701455
S00311,0.694708
S00357,0.754642
S00327,0.717426
S00031,0.730398
S00412,0.744424
S00247,0.789097
S00394,0.730561
S00008,0.716452
S00065,0.784711
S00221,0.769459
S00074,0.753642
S00129,0.716585
S00159,0.703485
S00173,0.737285
S00329,0.690934
S00236,0.755811
S00174,0.73347
S00109,0.701899
S00049,0.778971
S00178,0.741144
S00016,0.778656
S00291,0.715167
S00303,0.709349
S00328,0.774901
S00034,0.713663
S00087,0.760322
S00381,0.742199
S00076,0.785045
S00267,0.70542
S00368,0.717651
S00260,0.753566
S00070,0.770524
S00376,0.708296
S00124,0.798527
S00313,0.719612
S00176,0.762395
S00249,0.724372
S00235,0.68295
S00021,0.782294
S00324,0.77699
S00023,0.755934
S00075,0.702881
S00350,0.736816
S00345,0.749846
S00330,0.715431
S00001,0.698296
S00304,0.73008
S00354,0.745649
S00259,0.745002
S00257,0.730732
S00321,0.781375
S00294,0.756798
S00068,0.704814
S00017,0.808334
S00340,0.709012
S00160,0.703518
S00103,0.728523
S00062,0.722928
S00219,0.752036
S00036,0.731032
S00371,0.759103
S00162,0.726377
S00385,0.76516
S00193,0.692123
S00296,0.687324
S00015,0.742911
S00367,0.739579
S00310,0.786086
S00312,0.737002
S00011,0.666
S00225,0.739929
S00161,0.778664
S00222,0.743681
S00188,0.737102
S00137,0.727819
S00337,0.733078
S00295,0.712748
S00323,0.739255
S00177,0.740749
S00252,0.810501
S00140,0.709672
S00300,0.766181
S00115,0.711794
S00099,0.79092
S00113,0.78251
S00138,0.71086
S00410,0.756423
S00274,0.687949
S00365,0.734866
S00400,0.762798
S00091,0.737805
S00390,0.768621
S00338,0.730128
S00279,0.721835
S00039,0.750839
S00401,0.699617
S00268,0.722332
S00216,0.807851
S00148,0.715094
S00218,0.744134
S00409,0.701855
S00392,0.768742
S00025,0.816846
S00317,0.705065
S00275,0.717615
S00061,0.736145
S00041,0.704891
S00088,0.708047
S00255,0.718645
S00013,0.713374
S00346,0.804955
S00082,0.743403
S00044,0.779454
S00373,0.72115
S00038,0.713115
S00411,0.692195
S00198,0.769173
S00018,0.726038
S00111,0.716671
S00097,0.779243
S00270,0.719454
S00098,0.747598
S00086,0.724592
S00220,0.69019
S00228,0.725525
S00047,0.707626
S00043,0.747644
S00119,0.812992
S00377,0.738664
S00035,0.734557
S00156,0.755539
S00093,0.703007
S00386,0.784309
S00284,0.730275
S00406,0.714849
S00170,0.750666
S00251,0.772676
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
