Probe 2 masked,cg07016288
S00183,0.877541
S00026,0.875145
S00369,0.854634
S00029,0.873529
S00072,0.82979
S00319,0.780889
S00092,0.822223
S00336,0.857097
S00014,0.890376
S00292,0.825204
S00237,0.872364
S00256,0.826222
S00407,0.858607
S00387,0.785379
S00084,0.868161
S00117,0.810372
S00165,0.825461
S00398,0.806897
S00318,0.839978
S00397,0.862463
S00265,0.882305
S00146,0.843981
S00240,0.886619
S00359,0.828792
S00078,0.891514
S00283,0.854543
S00231,0.82331
S00384,0.860819
S00269,0.83157
S00147,0.900065
S00266,0.821692
S00141,0.874195
S00054,0.803936
S00077,0.877328
S00325,0.806309
S00130,0.774339
S00083,0.820559
S00320,0.85456
S00154,0.87535
S00245,0.816968
S00299,0.85364
S00194,0.876026
S00179,0.832979
S00349,0.767804
S00244,0.838868
S00370,0.844306
S00358,0.785828
S00351,0.86148
S00085,0.874999
S00395,0.854022
S00195,0.878006
S00335,0.857755
S00164,0.848392
S00309,0.864514
S00399,0.883225
S00210,0.831939
S00121,0.849068
S00153,0.767306
S00057,0.873032
S00226,0.856329
S00232,0.873151
S00212,0.80279
S00163,0.848015
S00134,0.846719
S00207,0.887291
S00037,0.860014
S00004,0.865777
S00348,0.792883
S00110,0.877631
S00360,0.862357
S00273,0.849064
S00276,0.87576
S00056,0.806188
S00287,0.889398
S00242,0.844013
S00352,0.850202
S00362,0.814989
S00208,0.905195
S00227,0.797228
S00361,0.853677
S00191,0.859396
S00204,0.868841
S00058,0.826039
S00209,0.859093
S00213,0.814871
S00262,0.855632
S00298,0.816096
S00277,0.877741
S00196,0.834111
S00158,0.867976
S00342,0.853864
S00012,0.898926
S00286,0.787265
S00010,0.848881
S00192,0.888365
S00281,0.879184
S00402,0.848161
S00133,0.858076
S00182,0.87412
S00053,0.761413
S00322,0.831897
S00254,0.830873
S00142,0.865274
S00305,0.833021
S00157,0.841646
S00233,0.891903
S00169,0.863998
S00112,0.860075
S00307,0.87954
S00375,0.886253
S00408,0.826767
S00264,0.800154
S00040,0.864729
S00199,0.880316
S00069,0.846863
S00181,0.875264
S00095,0.832652
S00064,0.864987
S00224,0.859134
S00278,0.839799
S00355,0.838185
S00105,0.860263
S00223,0.84576
S00379,0.82061
S00414,0.815941
S00079,0.856415
S00253,0.863005
S00122,0.817631
S00019,0.814626
S00151,0.856673
S00332,0.859454
S00403,0.828697
S00288,0.87986
S00135,0.832435
S00396,0.838845
S00106,0.898846
S00382,0.831293
S00126,0.853245
S00241,0.801704
S00168,0.842691
S00347,0.775981
S00271,0.840572
S00326,0.889104
S00380,0.864792
S00139,0.881527
S00308,0.86131
S00250,0.82762
S00184,0.773426
S00190,0.869081
S00108,0.85268
S00022,0.895715
S00388,0.86765
S00258,0.879945
S00243,0.86613
S00100,0.82701
S00391,0.864373
S00071,0.886213
S00311,0.838628
S00357,0.83273
S00327,0.863751
S00031,0.845491
S00412,0.760434
S00247,0.868195
S00394,0.848947
S00008,0.872167
S00065,0.813619
S00221,0.863629
S00074,0.869748
S00129,0.784936
S00159,0.870424
S00173,0.899151
S00329,0.901677
S00236,0.808396
S00174,0.814152
S00109,0.878234
S00049,0.847853
S00178,0.818759
S00016,0.83703
S00291,0.804354
S00303,0.8735
S00328,0.835242
S00034,0.849246
S00087,0.815697
S00381,0.853731
S00076,0.801974
S00267,0.874431
S00368,0.874413
S00260,0.881147
S00070,0.855824
S00376,0.850815
S00124,0.899843
S00313,0.859988
S00176,0.809867
S00249,0.853707
S00235,0.78928
S00021,0.793309
S00324,0.877286
S00023,0.832785
S00075,0.868879
S00350,0.8914
S00345,0.868222
S00330,0.819927
S00001,0.901459
S00304,0.850643
S00354,0.786569
S00259,0.871232
S00257,0.846367
S00321,0.867726
S00294,0.877863
S00068,0.876704
S00017,0.853893
S00340,0.839939
S00160,0.893513
S00103,0.77751
S00062,0.809838
S00219,0.876653
S00036,0.832779
S00371,0.822398
S00162,0.847434
S00385,0.820349
S00193,0.820581
S00296,0.900309
S00015,0.838971
S00367,0.841013
S00310,0.805533
S00312,0.884694
S00011,0.868943
S00225,0.882047
S00161,0.799534
S00222,0.87818
S00188,0.832673
S00137,0.873856
S00337,0.78517
S00295,0.885226
S00323,0.865549
S00177,0.888997
S00252,0.750449
S00140,0.847415
S00300,0.862734
S00115,0.833555
S00099,0.843685
S00113,0.839116
S00138,0.867006
S00410,0.88704
S00274,0.859774
S00365,0.872488
S00400,0.834996
S00091,0.807379
S00390,0.816685
S00338,0.824169
S00279,0.853405
S00039,0.8665
S00401,0.847492
S00268,0.894875
S00216,0.806814
S00148,0.875154
S00218,0.814114
S00409,0.84772
S00392,0.881207
S00025,0.782886
S00317,0.828696
S00275,0.830569
S00061,0.892058
S00041,0.869611
S00088,0.876791
S00255,0.870434
S00013,0.829636
S00346,0.80149
S00082,0.861387
S00044,0.867418
S00373,0.815027
S00038,0.815279
S00411,0.804527
S00198,0.84778
S00018,0.861974
S00111,0.820498
S00097,0.845716
S00270,0.855263
S00098,0.825053
S00086,0.892736
S00220,0.853737
S00228,0.880188
S00047,0.80827
S00043,0.853934
S00119,0.844461
S00377,0.870947
S00035,0.804716
S00156,0.883067
S00093,0.843433
S00386,0.798968
S00284,0.763812
S00406,0.84653
S00170,0.861546
S00251,0.865564
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
